match_id,event_id,scout_name,team_num,match_num,auton_midline,auton_scored_high,auton_shot_high,auton_high_percent,auton_scored_low,auton_shot_low,auton_low_percent,auton_gears,auton_rotors,driver_skill,human_skill,defense_skill,shooter_range,bot_type,fuel_loading_method,high_balls_scored,high_balls_shot,high_balls_percent,low_balls_scored,low_balls_shot,low_balls_percent,gears_loading_method,gears_placed,gears_attempted,teleop_rotors,climb,comments
463,2,Maxwell,341,16,no,5,10,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,1,1,3,yes,
464,2,Adit,293,16,yes,0,0,0,0,0,0,0,1,4,3,2,UNKNOWN,Shooter,Floor,0,0,0,0,0,0,Human,3,3,4,yes,Efficient gear intake and consistent scoring
465,2,Cole,5420,16,yes,0,0,0,0,0,0,0,0,3,2,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
466,2,Leah,834,16,yes,0,0,0,0,0,0,0,1,4,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,3,4,4,yes,
467,2,Zara,225,17,no,7,10,0,0,0,0,0,0,4,3,4,Key,Stand-Alone,Floor,10,10,0,0,0,0,Human,3,3,3,yes,
468,2,,0,0,yes,0,0,0,0,0,0,1,1,4,3,4,UNKNOWN,Defender,Floor,0,0,0,0,0,0,Human,0,5,2,yes,
469,2,Cole,4637,18,yes,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,1,1,2,yes,
470,2,Ava,2539,17,yes,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,0,3,no,Unable to get years from human tried to hang but got stuck
471,2,Eunji,6226,18,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,
472,2,Kobe,816,17,no,0,0,0,0,0,0,1,1,2,2,2,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,1,1,2,yes,No shooter
473,2,Maxwell,223,17,no,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,Fast
474,2,Leah,747,18,no,0,0,0,0,0,0,0,0,4,3,4,Key,Shooter,UNKNOWN,12,20,0,0,0,0,Human,0,1,2,yes,
475,2,Cole,1676,17,yes,0,0,0,0,0,0,1,1,3,3,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,
476,2,Kobe,1712,18,no,0,0,0,0,0,0,1,1,3,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,
477,2,Maxwell,1279,18,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,no,
478,2,Zara,4750,18,yes,0,0,0,0,0,0,0,1,3,2,2,UNKNOWN,Gear,Human,3,5,0,0,0,0,Human,0,0,3,no,
479,2,Maxwell,56,19,yes,0,0,0,0,0,0,0,0,3,3,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,1,yes,
480,2,Leah,3637,19,yes,0,0,0,0,0,0,0,1,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,1,3,no,
481,2,Zara,4575,19,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,1,1,3,yes,
482,2,Christian,433,19,yes,0,0,0,0,0,0,1,1,3,5,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,3,3,yes,Decent gear bot; can also human load
483,2,Kobe,3142,19,yes,0,0,0,0,0,0,2,1,3,3,1,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,4,4,3,yes,
484,2,Adit,3314,19,no,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,1,1,3,yes,
485,2,Eunji,1257,20,yes,0,0,0,0,0,0,0,0,5,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,5,5,4,yes,
486,2,Christian,75,20,no,0,0,0,0,0,0,0,1,5,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,6,7,4,yes,
487,2,Adit,103,20,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,(Can't read)
488,2,Maxwell,272,20,no,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,no,
489,2,Leah,1807,20,yes,0,0,0,0,0,0,0,0,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,6,6,4,no,
490,2,Kobe,219,20,no,4,10,0,0,0,0,1,1,4,4,3,UNKNOWN,Stand-Alone,Autoloader,6,10,0,0,0,0,Human,2,2,4,yes,
491,2,Kobe,5407,21,yes,2,10,0,0,0,0,1,1,4,3,2,UNKNOWN,Stand-Alone,Autoloader,0,0,0,0,0,0,Floor,5,5,4,yes,
492,2,Adit,1370,21,no,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Shooter,Autoloader,0,0,0,0,0,0,Human,1,1,3,yes,Inefficient gear intake
493,2,Christian,2600,21,yes,0,0,0,0,0,0,0,1,3,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,
494,2,Eunji,2607,21,yes,0,0,0,0,0,0,1,0,4,3,3,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,UNKNOWN,2,2,3,no,
495,2,Maxwell,203,21,no,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,
496,2,Leah,2590,21,yes,0,0,0,0,0,0,1,1,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,Can also floor load
497,2,Kobe,2458,22,no,0,0,0,0,0,0,0,0,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,6,6,3,yes,
498,2,Eunji,1403,22,yes,0,0,0,0,0,0,0,1,4,3,4,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
499,2,Christian,4342,22,no,0,0,0,0,0,0,1,0,4,3,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,3,3,yes,Almost had right automatic and then failed
500,2,Leah,4285,22,yes,0,0,0,0,0,0,1,1,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,4,3,yes,
501,2,Adit,5401,22,yes,5,10,0,0,0,0,0,1,4,3,3,Key,Stand-Alone,Human,0,0,0,0,0,0,Human,3,3,3,yes,
502,2,Maxwell,365,23,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
503,2,Christian,4637,23,yes,0,0,0,0,0,0,0,1,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
504,2,Leah,5181,23,yes,0,0,0,0,0,0,1,0,4,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
505,2,Kobe,816,23,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,no,
506,2,Adit,316,23,yes,0,0,0,0,0,0,0,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,Can also floor load; good gear mechanism
507,2,Josh,1218,23,no,0,0,0,0,0,0,0,1,4,4,3,Key,Gear,Floor,1,50,0,0,0,0,Floor,2,2,3,yes,
508,2,Kobe,433,24,no,0,0,0,0,0,0,0,0,3,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,6,6,3,no,
509,2,Josh,1676,24,no,0,0,0,0,0,0,1,1,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,4,3,yes,Quick loading and scoringp
510,2,Leah,225,24,yes,17,22,0,0,0,0,0,1,4,4,3,Key,Stand-Alone,Floor,100,110,0,0,0,0,Human,3,3,3,yes,
511,2,Anon,6226,24,no,0,0,0,0,0,0,1,0,2,3,1,UNKNOWN,Stand-Alone,Autoloader,0,0,0,0,0,0,Human,1,2,3,yes,Robot turned off when I taking from autoloader.  Only did defense and got pushed around
512,2,Maxwell,11,24,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,
513,2,Christian,1279,25,yes,0,0,0,0,0,0,1,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,Fast and good
514,2,Kobe,1923,25,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,6,6,3,yes,
515,2,Adit,303,25,no,5,6,0,0,0,0,1,1,4,4,4,Key,Stand-Alone,Floor,0,0,0,0,0,0,Human,2,3,4,no,
516,2,Grace,1391,25,yes,0,0,20,0,0,0,0,0,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,Dead in corner after auton for entire remainder of match
517,2,Leah,103,25,yes,0,0,0,0,0,0,1,1,4,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,4,yes,
518,2,Maxwell,5420,25,no,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,UNKNOWN,3,3,4,yes,
519,2,Leah,75,26,yes,0,0,0,0,0,0,1,1,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,Can also floor load gears
520,2,,0,0,yes,0,0,0,0,0,0,1,1,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,Can also floor load gears
521,2,Maxwell,4750,26,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,
522,2,,0,0,no,0,0,0,0,0,0,0,0,3,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,0,0,0,yes,
523,2,Zara,3974,26,no,0,0,0,0,0,0,1,1,3,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,Fast omidrive
524,2,Kobe,102,26,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,5,5,4,yes,
525,2,Adit,193,26,yes,0,0,0,0,0,0,0,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,5,5,4,yes,
526,2,Grace,1640,26,yes,3,10,0,0,0,0,0,0,4,4,3,Key,Gear,Floor,0,0,0,0,0,0,Floor,2,2,4,yes,
527,2,Leah,25,27,yes,0,0,0,0,0,0,1,1,3,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
528,2,Adit,222,27,yes,0,0,0,0,0,0,0,1,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,0,3,yes,Can also floor load gears
529,2,Maxwell,1495,27,yes,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,no,
530,2,Zara,1257,27,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,1,1,3,no,
531,2,Grace,4575,27,yes,1,10,0,0,0,0,0,0,3,3,1,Key,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
532,2,Kobe,1807,27,yes,0,0,0,0,0,0,0,0,3,4,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
533,2,Adit,293,28,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,no,
534,2,Grace,834,28,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
535,2,Leah,223,28,yes,0,0,0,0,0,0,0,0,4,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
536,2,Max,3314,28,yes,0,0,0,0,0,0,0,0,4,3,4,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,1,1,3,no,
537,2,Maxwell,1712,28,yes,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,
538,2,Kobe,3929,28,yes,0,0,0,0,0,0,0,0,3,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,
539,2,Adit,555,29,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,They beat us :(
540,2,Leah,5895,29,yes,0,0,0,0,0,0,0,1,4,4,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,
541,2,Maxwell,341,29,yes,2,10,0,0,0,0,0,1,2,3,3,Close Launchpad,Stand-Alone,Floor,0,0,0,0,0,0,Human,2,2,3,yes,
542,2,Max,219,29,yes,0,0,15,0,0,0,0,0,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,
543,2,Kobe,3637,29,yes,0,0,0,0,0,0,0,1,2,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,
544,2,Grace,56,29,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,4,4,3,yes,
545,2,Leah,3142,30,yes,0,0,0,0,0,0,0,0,4,4,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,
546,2,Kobe,486,30,yes,0,0,0,0,0,0,1,1,5,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,4,3,yes,
547,2,Adit,2729,30,yes,0,5,0,0,0,0,0,0,3,3,2,Key,Shooter,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
548,2,Grace,708,30,no,3,10,0,0,0,0,0,1,3,3,2,Key,Stand-Alone,Floor,0,0,0,0,0,0,Floor,3,3,3,yes,
549,2,Max,272,30,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,5,1,yes,Can also floor load for gears; good robot
550,2,Maxwell,747,30,no,0,0,0,0,0,0,0,1,3,3,3,Key,Stand-Alone,Human,60,0,0,0,0,0,Human,2,2,3,yes,
551,2,Kobe,2458,31,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
552,2,Ava,2600,31,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
553,2,Grace,1923,31,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,3,3,yes,Didn't move for 15 seconds after auto
554,2,Adit,1218,31,yes,0,0,0,0,0,0,0,0,3,4,3,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Floor,2,2,3,yes,
555,2,Brianna,75,31,yes,0,0,0,0,0,0,1,1,3,3,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,2,yes,Human player throws gears onto floor for pickup
556,2,Leah,6226,31,yes,0,0,0,0,0,0,0,0,4,3,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,0,1,3,yes,
557,2,Grace,5181,32,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,No moves
558,2,Leah,1279,32,yes,0,0,0,0,0,0,0,1,4,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,4,4,4,yes,
559,2,Brianna,25,32,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,UNKNOWN,Human,0,0,0,0,0,0,Human,2,2,1,yes,Lost coms half way thru
560,2,Adit,303,32,yes,0,0,0,0,0,0,1,1,4,4,3,Key,Stand-Alone,Floor,0,0,0,0,0,0,Human,4,4,4,yes,
561,2,Kobe,225,32,yes,21,21,0,0,0,0,0,0,4,4,3,Far Launchpad,Shooter,Autoloader,24,30,0,0,0,0,Human,4,4,3,no,Shooter is god-tier
562,2,Ava,2607,32,yes,0,0,0,0,0,0,0,1,4,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,4,4,4,yes,
563,2,Ava,433,33,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,4,4,3,yes,
564,2,Leah,1640,33,yes,0,0,0,0,0,0,0,0,4,3,4,UNKNOWN,Shooter,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,
565,2,Cole,365,33,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,0,0,3,no,
566,2,Grace,4285,33,yes,0,0,0,0,0,0,0,0,2,3,1,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,1,1,3,yes,
567,2,Kobe,5420,33,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
568,2,Brianna,1807,33,yes,0,0,0,0,0,0,0,0,2,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
569,2,Ava,3637,34,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,UNKNOWN,Floor,0,0,0,0,0,0,UNKNOWN,2,3,3,yes,Struggled to put gears up
570,2,Kobe,341,34,yes,4,10,0,0,0,0,0,1,5,5,4,Close Launchpad,Stand-Alone,Floor,0,0,0,0,0,0,Human,4,4,4,yes,
571,2,Cole,1712,34,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,No shooter
572,2,Grace,2539,34,yes,0,0,0,0,0,0,0,1,3,3,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,4,4,4,yes,
573,2,Brianna,1257,34,yes,0,0,0,0,0,0,1,1,4,5,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,3,2,yes,5 points in penalties; defended first half then attempted to score gears
574,2,Connor,293,35,yes,0,0,0,0,0,0,1,1,3,3,3,,Gear,Floor,0,0,0,0,0,0,Human,3,3,3,no,"got enough gears for 4 rotors, just didn't have enough time to turn the fourth"
575,2,Jack,3929,35,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,UNKNOWN,Human,0,0,0,0,0,0,Human,3,3,2,yes,fast climb
576,2,Cole,555,35,yes,0,0,0,0,0,0,0,0,4,3,4,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,11,0,3,yes,no shooter - got gear stuck below gear manipulator and had to play defence
577,2,Adit,1370,35,no,4,10,0,0,0,0,0,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,0,yes,slow robot - took a long time to get gear on to peg
578,2,David,4750,35,yes,0,0,0,0,0,0,0,0,4,3,2,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Human,4,4,1,yes,"fast swerve drive, slow gear load (needs help from pilot)"
579,2,Trey,4575,35,yes,0,0,0,0,0,0,0,0,3,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,3,no,
580,2,Trey,103,36,yes,0,0,0,0,0,0,1,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,4,yes,
581,2,Adit,316,36,yes,0,0,0,0,0,0,0,1,3,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,4,4,yes,average speed
582,2,David,3314,36,yes,6,10,0,0,0,0,0,0,3,4,3,airship and field,Shooter,UNKNOWN,0,0,0,0,0,0,Human,3,3,1,yes,"not very fast, good shooter, solid robot"
583,2,Jack,2729,36,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,4,4,4,yes,
584,2,Connor,747,36,yes,6,10,0,0,0,0,0,1,3,3,3,Key,Stand-Alone,Floor,10,23,0,0,0,0,Human,3,3,4,yes,
585,2,Trey,219,37,yes,0,0,0,0,0,0,1,2,3,3,1,UNKNOWN,Shooter,Floor,0,0,0,0,0,0,Human,0,0,4,yes,
586,2,Cole,816,36,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,"no shooter, seemed reliable"
587,2,Cole,102,37,yes,0,0,0,0,0,0,1,1,4,3,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,no,No shooter Omni wheels?
588,2,David,708,37,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,Floor,3,3,3,yes,Ground pickup/ slow drive
589,2,Adit,223,37,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,4,4,4,yes,fast robot and fast gear cycles - driver kept ramming into things
590,2,Jack S.,1676,37,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,4,4,4,yes,
591,2,Connor,5401,37,yes,0,0,0,0,0,0,0,1,4,4,3,Key,Stand-Alone,UNKNOWN,16,90,0,0,0,0,Human,3,3,4,yes,
592,2,Adit,1403,38,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,3,3,4,yes,Gears intake is weird
593,2,David,1391,38,yes,0,0,0,0,0,0,1,1,4,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,4,4,1,yes,"ground picking, good swerve, no shooter, good climber"
594,2,Cole,5895,38,yes,9,20,0,0,0,0,0,1,3,3,4,UNKNOWN,Shooter,Autoloader,0,0,0,0,0,0,Human,3,3,4,yes,
595,2,Trey,486,38,no,0,0,0,0,0,0,1,0,3,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,2,2,3,no,
596,2,Jack S,3974,38,no,0,0,0,0,0,0,0,0,2,3,4,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,3,3,4,yes,Defending last pick
597,2,Connor,2590,38,yes,0,0,0,0,0,0,1,1,4,3,3,field,Gear,Floor,0,0,0,0,0,0,Floor,5,5,4,yes,fast climb
598,2,Trey,11,39,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Shooter,Floor,0,0,0,0,0,0,Human,3,3,4,yes,
599,2,Adit,272,39,no,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,4,5,3,yes,Good floor intake for gears swerve drive and fast
600,2,Connor,56,39,yes,0,0,0,0,0,0,0,0,2,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,4,yes,
601,2,Jack,834,39,no,0,0,0,0,0,0,0,0,4,3,3,Key,Shooter,Human,0,0,0,0,0,0,Human,3,3,4,yes,
602,2,David evans,1495,39,yes,0,0,0,0,0,0,0,0,3,3,1,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,4,4,1,yes,Failed at middle for auton slow drive
603,2,Cole,5407,39,yes,4,10,0,0,0,0,0,0,3,3,3,Key,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,3,3,yes,cannot load balls besides before the match
604,2,Trey,4342,40,yes,0,0,0,0,0,0,1,1,3,3,1,UNKNOWN,Shooter,Floor,0,0,0,0,0,0,Human,0,0,4,yes,
605,2,Cole,4637,40,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,3,4,yes,no shooter
606,2,Anon,203,39,yes,0,0,0,0,0,0,1,1,2,2,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,3,3,4,yes,
607,2,Adit,222,40,no,0,0,0,0,0,0,0,1,3,4,3,UNKNOWN,Shooter,Floor,0,0,0,0,0,0,Human,4,4,4,no,average top speed - good gear cycles
608,2,David,193,40,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,5,5,4,yes,Fast drive slow ground pickup need pilot to take gear out
609,2,Connor,3142,40,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,4,4,4,no,
610,2,Trey,555,41,yes,0,0,0,0,0,0,1,1,3,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,3,3,yes,
611,2,Adit,316,41,yes,0,0,0,0,0,0,1,0,3,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,0,1,4,yes,switched to defence halfway through - had trouble with gear intake halfway through - average gear cycle speed
612,2,Connor,6226,41,yes,0,0,0,0,0,0,0,0,2,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,3,3,yes,
613,2,Jack,5420,41,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,3,3,3,yes,Slowish
614,2,Cole,1807,41,yes,0,0,0,0,0,0,0,1,4,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,5,5,4,no,
615,2,David,2729,41,yes,0,0,0,0,0,0,0,0,4,3,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,6,6,2,yes,"fast drive, giant hopper (but they don't use it)"
616,2,Trey,708,42,yes,0,0,0,0,0,0,1,1,3,3,3,Key,Shooter,Floor,0,0,0,0,0,0,Floor,2,3,3,yes,
617,2,Cole,816,42,yes,0,0,0,0,0,0,1,1,3,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,No shooter died in collision but came back to life
618,2,Connor,293,42,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,6,0,0,0,0,Human,4,4,3,yes,
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,2,Adit,4750,42,yes,0,0,0,0,0,0,0,1,2,3,3,UNKNOWN,Gear,Floor,0,5,0,0,0,0,Human,1,2,3,yes,Had trouble in taking a gear
622,2,David,1279,43,yes,0,0,0,0,0,0,0,0,4,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,1,yes,Almost middle auton no shooter fast drive trouble loading gears
623,2,Trey,3929,43,yes,0,0,0,0,0,0,0,1,3,2,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
